Year,GNI (current US$),"GNI per capita, PPP (current international $)","Life expectancy at birth, total (years)","GNI per capita, PPP (constant 2017 international $)","Primary education, duration (years)","Preprimary education, duration (years)","Secondary education, duration (years)","Population, total",Expected Years of Schooling,GNI per capital,Life Expectancy Index,Education Index,Income Index,Human Development Index
1999-12-01,1186905750408.73,2858.3333333333335,71.84166666666667,3396.0675,5.0,3.0,6.0,1261819166.6666667,18.0,940.5790300593319,0.7975641025641025,1.0,0.33851421250831093,0.6463114401915327
2000-01-01,1196666270820.87,2880.0,71.88,3416.48,5.0,3.0,6.0,1262645000.0,18.0,947.7456219450995,0.7981538461538461,1.0,0.33971164348449684,0.6472404945535056
2000-02-01,1206963060174.4326,2903.3333333333335,71.94083333333333,3437.306666666667,5.0,3.0,6.0,1263412083.3333333,18.0,955.2699286500795,0.7990897435897435,1.0,0.3408571603350554,0.6482135549617061
2000-03-01,1217259849527.995,2926.6666666666665,72.00166666666667,3458.133333333333,5.0,3.0,6.0,1264179166.6666667,18.0,962.7942353550595,0.800025641025641,1.0,0.342002677185614,0.6491866153699065
2000-04-01,1227556638881.5576,2950.0,72.0625,3478.96,5.0,3.0,6.0,1264946250.0,18.0,970.3185420600395,0.8009615384615384,1.0,0.3431481940361726,0.650159675778107
2000-05-01,1237853428235.12,2973.3333333333335,72.12333333333333,3499.786666666667,5.0,3.0,6.0,1265713333.3333333,18.0,977.8428487650194,0.8018974358974359,1.0,0.3442937108867312,0.6511327361863073
2000-06-01,1248150217588.6826,2996.6666666666665,72.18416666666667,3520.6133333333332,5.0,3.0,6.0,1266480416.6666667,18.0,985.3671554699994,0.8028333333333333,1.0,0.3454392277372898,0.6521057965945077
2000-07-01,1258447006942.245,3020.0,72.245,3541.44,5.0,3.0,6.0,1267247500.0,18.0,992.8914621749793,0.8037692307692308,1.0,0.3465847445878484,0.6530788570027082
2000-08-01,1268743796295.8076,3043.3333333333335,72.30583333333333,3562.266666666667,5.0,3.0,6.0,1268014583.3333333,18.0,1000.4157688799594,0.8047051282051282,1.0,0.34773026143840696,0.6540519174109086
2000-09-01,1279040585649.37,3066.6666666666665,72.36666666666666,3583.0933333333332,5.0,3.0,6.0,1268781666.6666667,18.0,1007.9400755849393,0.8056410256410256,1.0,0.34887577828896554,0.6550249778191091
2000-10-01,1289337375002.9326,3090.0,72.4275,3603.92,5.0,3.0,6.0,1269548750.0,18.0,1015.4643822899193,0.8065769230769231,1.0,0.3500212951395242,0.6559980382273094
2000-11-01,1299634164356.495,3113.3333333333335,72.48833333333333,3624.746666666667,5.0,3.0,6.0,1270315833.3333333,18.0,1022.9886889948993,0.8075128205128205,1.0,0.35116681199008276,0.6569710986355098
2000-12-01,1309930953710.0576,3136.6666666666665,72.54916666666666,3645.5733333333333,5.0,3.0,6.0,1271082916.6666667,18.0,1030.5129956998792,0.808448717948718,1.0,0.35231232884064134,0.6579441590437103
2001-01-01,1320227743063.62,3160.0,72.61,3666.4,5.0,3.0,6.0,1271850000.0,18.0,1038.0373024048592,0.8093846153846154,1.0,0.3534578456911999,0.6589172194519107
2001-02-01,1331509792900.386,3188.3333333333335,72.64166666666667,3693.2325,5.0,3.0,6.0,1272562500.0,18.0,1046.2710170712153,0.8098717948717948,1.0,0.3546023750167367,0.6597529864061336
2001-03-01,1342791842737.1519,3216.6666666666665,72.67333333333333,3720.065,5.0,3.0,6.0,1273275000.0,18.0,1054.5047317375715,0.8103589743589743,1.0,0.3557469043422735,0.6605887533603564
2001-04-01,1354073892573.9175,3245.0,72.705,3746.8975,5.0,3.0,6.0,1273987500.0,18.0,1062.7384464039276,0.8108461538461538,1.0,0.3568914336678103,0.6614245203145792
2001-05-01,1365355942410.6833,3273.3333333333335,72.73666666666666,3773.73,5.0,3.0,6.0,1274700000.0,18.0,1070.9721610702836,0.8113333333333334,1.0,0.35803596299334706,0.662260287268802
2001-06-01,1376637992247.4492,3301.6666666666665,72.76833333333333,3800.5625,5.0,3.0,6.0,1275412500.0,18.0,1079.2058757366399,0.8118205128205128,1.0,0.3591804923188838,0.6630960542230249
2001-07-01,1387920042084.215,3330.0,72.8,3827.395,5.0,3.0,6.0,1276125000.0,18.0,1087.439590402996,0.8123076923076923,1.0,0.3603250216444206,0.6639318211772478
2001-08-01,1399202091920.981,3358.3333333333335,72.83166666666666,3854.2275,5.0,3.0,6.0,1276837500.0,18.0,1095.673305069352,0.8127948717948718,1.0,0.3614695509699574,0.6647675881314706
2001-09-01,1410484141757.7468,3386.6666666666665,72.86333333333333,3881.06,5.0,3.0,6.0,1277550000.0,18.0,1103.9070197357082,0.8132820512820512,1.0,0.3626140802954942,0.6656033550856935
2001-10-01,1421766191594.5127,3415.0,72.895,3907.8925,5.0,3.0,6.0,1278262500.0,18.0,1112.1407344020643,0.8137692307692308,1.0,0.36375860962103096,0.6664391220399163
2001-11-01,1433048241431.2783,3443.3333333333335,72.92666666666666,3934.725,5.0,3.0,6.0,1278975000.0,18.0,1120.3744490684203,0.8142564102564103,1.0,0.3649031389465678,0.6672748889941391
2001-12-01,1444330291268.0442,3471.6666666666665,72.95833333333333,3961.5575,5.0,3.0,6.0,1279687500.0,18.0,1128.6081637347766,0.8147435897435897,1.0,0.36604766827210455,0.6681106559483619
